ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;Type
;;;;;LC648962;Cryptophyceae;
;;;;;LC648955;Cryptophyceae;
;;;;;KY860574;Cryptophyceae;
;;;;;NC_036937;Prymnesiophyceae;
;;;;;ON437585;Prymnesiophyceae;
;;;;;NC_030314;Zygnemophyceae;
;;;;;NC_018569;Chlorophyceae;
;;;;;OR699085;Bacillariophyceae;
;;;;;KY819066;Ulvophyceae;
;;;;;NC_039524;Ulvophyceae;
;;;;;MF423120;Chlorophyceae;
;;;;;NC_068582;Chlorophyceae;
;;;;;OP179277;Euglenida;
;;;;;KU646493;Coleochaetophyceae;
;;;;;NC_025314;Mediophyceae;
;;;;;MW561225;Coscinodiscophyceae;
;;;;;NC_059929;Coscinodiscophyceae;
;;;;;KC509521;Coscinodiscophyceae;
;;;;;MT896722;Zygnemophyceae;
;;;;;NC_027286;Euglenida;
;;;;;LC648959;Cryptophyceae;
;;;;;NC_069042;Cryptophyceae;
;;;;;LC648965;Cryptophyceae;
;;;;;LC648951;Cryptophyceae;
;;;;;LC648953;Cryptophyceae;
;;;;;LC648950;Cryptophyceae;
;;;;;MK798155;Cryptophyceae;
;;;;;NC_004799;Bangiophyceae;
;;;;;NC_001840;Bangiophyceae;
;;;;;CP003947;Cyanophyceae;
;;;;;NC_038215;Glaucocystophyceae;
;;;;;NC_038216;Glaucocystophyceae;
;;;;;NC_001675;Glaucocystophyceae;
;;;;;CP001287;Cyanophyceae;
;;;;;MT385839;Mediophyceae;
;;;;;NC_030359;Zygnemophyceae;
;;;;;OK505009;Bacillariophyceae;
;;;;;KC509522;Bacillariophyceae;
;;;;;NC_030169;Pyramimonadophyceae;
;;;;;KX808497;Ulvophyceae;
;;;;;NC_066651;Chlorophyceae;
;;;;;NC_020371;Pavlovophyceae;
;;;;;KM462885;Trebouxiophyceae;
;;;;;MK561359;Dictyochophyceae;
;;;;;KC509523;Bacillariophyceae;
;;;;;NC_039969;Euglenida;
;;;;;CP051206;Cyanophyceae;
;;;;;NC_016732;Chlorophyceae;
;;;;;NC_014287;Dinophyceae;
;;;;;NC_069043;Chlorophyceae;
;;;;;NC_025548;Trebouxiophyceae;
;;;;;NC_007288;Prymnesiophyceae;
;;;;;NC_038001;Bacillariophyceae;
;;;;;KU646490;Klebsormidiophyceae;
;;;;;NC_057645;Mediophyceae;
;;;;;MH161344;Chlorophyceae;
;;;;;KT223519;Euglenida;
;;;;;NC_071862;Euglenida;
;;;;;NC_071861;Euglenida;
;;;;;JQ237893;Euglenida;
;;;;;NC_035156;Euglenida;
;;;;;KP686075;Euglenida;
;;;;;MF622086;Euglenida;
;;;;;X70810;Euglenida;
;;;;;NC_038187;Euglenida;
;;;;;OP179278;Euglenida;
;;;;;KC684276;Euglenida;
;;;;;KP453743;Euglenida;
;;;;;KF733443;Bacillariophyceae;
;;;;;OK136183;Euglenida;
;;;;;OK136185;Euglenida;
;;;;;OK136184;Euglenida;
;;;;;NC_017754;Euglenida;
;;;;;MT383641;Bacillariophyceae;
;;;;;OP179281;Euglenida;
;;;;;MK518352;Dictyochophyceae;
;;;;;OQ694379;Bacillariophyceae;
;;;;;MK217824;Bacillariophyceae;
;;;;;KM462882;Trebouxiophyceae;
;;;;;OQ159090;Ulvophyceae;
;;;;;KM462883;Trebouxiophyceae;
;;;;;CP017675;Cyanophyceae;
;;;;;KX306824;Ulvophyceae;
;;;;;KY499654;Bacillariophyceae;
;;;;;NC_067848;Bacillariophyceae;
;;;;;AP012494;Chlorophyceae;
;;;;;NC_066823;Chlorophyceae;
;;;;;OQ935591;Embryophyceae;
;;;;;CM040116;Florideophyceae;
;;;;;AF041468;Cryptophyceae;
;;;;;KT428890;Cryptophyceae;
;;;;;OM827252;Coscinodiscophyceae;
;;;;;MN709220;Chlorophyceae;
;;;;;NC_028583;Chlorophyceae;
;;;;;MK045450;Bacillariophyceae;
;;;;;ON584177;Ulvophyceae;
;;;;;CP124543;Cyanophyceae;
;;;;;LC564893;Haptophyta_XX;
;;;;;KX131180;Chlorophyceae;
;;;;;NC_067581;Bacillariophyceae;
;;;;;NC_044491;Bacillariophyceae;
;;;;;KY407661;Ulvophyceae;
;;;;;OL855989;Mediophyceae;
;;;;;NC_067954;Mediophyceae;
;;;;;LC648964;Cryptophyceae;
;;;;;LC269919;Raphidophyceae;
;;;;;NC_084269;Chlorophyceae;
;;;;;KY114065;Chlorophyceae;
;;;;;NC_034712;Ulvophyceae;
;;;;;NC_025542;Klebsormidiophyceae;
;;;;;KT625414;Chlorophyceae;
;;;;;NC_028581;Chlorophyceae;
;;;;;ON986220;Trebouxiophyceae;
;;;;;KT199250;Chlorophyceae;
;;;;;NC_024167;Klebsormidiophyceae;
;;;;;KM462868;Trebouxiophyceae;
;;;;;KM462874;Trebouxiophyceae;
;;;;;CP083582;Cyanophyceae;
;;;;;MF276976;Chlorophyceae;
;;;;;KU059765;Ulvophyceae;
;;;;;NC_027093;Dinophyceae;
;;;;;NC_039971;Euglenida;
;;;;;NC_039928;Euglenida;
;;;;;NC_039970;Euglenida;
;;;;;MH898669;Euglenida;
;;;;;NC_024084;Mediophyceae;
;;;;;MG755795;Bacillariophyceae;
;;;;;KM821265;Trebouxiophyceae;
;;;;;NC_040135;Chrysophyceae;
;;;;;KM462870;Pedinophyceae;
;;;;;NC_025549;Trebouxiophyceae;
;;;;;ON986221;Trebouxiophyceae;
;;;;;LC604816;Chlorophyceae;
;;;;;NC_082194;Pterocystida;
;;;;;OQ161672;Pterocystida;
;;;;;OQ161670;Pterocystida;
;;;;;NC_002186;Mesostigmatophyceae;
;;;;;NC_024169;Zygnemophyceae;
;;;;;MH983006;Trebouxiophyceae;
;;;;;MN649872;Trebouxiophyceae;
;;;;;NC_071969;Trebouxiophyceae;
;;;;;CP020771;Cyanophyceae;
;;;;;NC_012575;Mamiellophyceae;
;;;;;MN056173;Mamiellophyceae;
;;;;;KM462876;Trebouxiophyceae;
;;;;;KX839260;Eustigmatophyceae;
;;;;;NC_012101;Mamiellophyceae;
;;;;;NC_027287;Euglenida;
;;;;;JX457480;Euglenida;
;;;;;NC_029671;Chlorophyceae;
;;;;;NC_025525;Trebouxiophyceae;
;;;;;KC598090;Eustigmatophyceae;
;;;;;KC598084;Eustigmatophyceae;
;;;;;MN276191;Bacillariophyceae;
;;;;;OL415007;Bacillariophyceae;
;;;;;NC_029670;Chlorophyceae;
;;;;;NC_025535;Trebouxiophyceae;
;;;;;KY407660;Ulvophyceae;
;;;;;MH795132;Chrysophyceae;
;;;;;NC_024829;Nephroselmidophyceae;
;;;;;NC_059722;Nephroselmidophyceae;
;;;;;AF137379;Nephroselmidophyceae;
;;;;;NC_030356;Zygnemophyceae;
;;;;;KX306884;Charophyceae;
;;;;;MW556321;Charophyceae;
;;;;;NC_065388;Bacillariophyceae;
;;;;;NC_061047;Bacillariophyceae;
;;;;;MT742551;Bacillariophyceae;
;;;;;MT383638;Bacillariophyceae;
;;;;;OK505007;Bacillariophyceae;
;;;;;CP002059;Cyanophyceae;
;;;;;KJ877675;Chrysophyceae;
;;;;;NC_067955;Mediophyceae;
;;;;;KX507373;Chlorophyceae;
;;;;;MT364368;Chlorophyceae;
;;;;;MW250871;Chlorophyceae;
;;;;;EU677193;Chlorophyceae;
;;;;;DQ291132;Ulvophyceae;
;;;;;NC_028580;Chlorophyceae;
;;;;;CP003614;Cyanophyceae;
;;;;;OK189531;Ulvophyceae;
;;;;;OK189524;Ulvophyceae;
;;;;;OK189527;Ulvophyceae;
;;;;;OK189528;Ulvophyceae;
;;;;;OK189529;Ulvophyceae;
;;;;;KU979013;Ulvophyceae;
;;;;;OQ349515;Ulvophyceae;
;;;;;KF285530;Mamiellophyceae;
;;;;;AP017927;Palmophyllophyceae;
;;;;;FJ968741;Trebouxiophyceae;
;;;;;NC_025540;Trebouxiophyceae;
;;;;;NC_069610;Coscinodiscophyceae;
;;;;;NC_042241;Chlorophyceae;
;;;;;KM462869;Trebouxiophyceae;
;;;;;NC_036668;Chlorophyceae;
;;;;;MF276980;Chlorophyceae;
;;;;;MF276979;Chlorophyceae;
;;;;;FJ968740;Pedinophyceae;
;;;;;NC_025530;Pedinophyceae;
;;;;;MH591108;Ulvophyceae;
;;;;;JX297813;Pelagophyceae;
;;;;;KT625422;Chlorophyceae;
;;;;;NC_039927;Euglenida;
;;;;;NC_039967;Euglenida;
;;;;;NC_071864;Euglenida;
;;;;;MT471330;Prymnesiophyceae;
;;;;;MN937452;Diatomeae_X;
;;;;;NC_072900;Trebouxiophyceae;
;;;;;OQ942923;Trebouxiophyceae;
;;;;;NC_024828;Picocystophyceae;
;;;;;MG755792;Bacillariophyceae;
;;;;;MG755794;Mediophyceae;
;;;;;NC_009681;Chlorophyceae;
;;;;;OL415008;Bacillariophyceae;
;;;;;ON986224;Trebouxiophyceae;
;;;;;AP014543;Ulvophyceae;
;;;;;MF385003;Bangiophyceae;
;;;;;NC_023133;Porphyridiophyceae;
;;;;;KJ746597;Palmophyllophyceae;
;;;;;KJ746598;Prasinodermophyceae;
;;;;;KM462862;Trebouxiophyceae;
;;;;;MG755791;Mediophyceae;
;;;;;LC648957;Cryptophyceae;
;;;;;KX306821;Ulvophyceae;
;;;;;OK505011;Bacillariophyceae;
;;;;;NC_038004;Bacillariophyceae;
;;;;;CP112874;Cyanophyceae;
;;;;;MW853965;Bacillariophyceae;
;;;;;MW722940;Bacillariophyceae;
;;;;;KR709240;Bacillariophyceae;
;;;;;NC_025529;Trebouxiophyceae;
;;;;;KM462886;Trebouxiophyceae;
;;;;;NC_039525;Ulvophyceae;
;;;;;KT199256;Chlorophyceae;
;;;;;KY407657;Chlorophyceae;
;;;;;MF276985;Chlorophyceae;
;;;;;MF276983;Chlorophyceae;
;;;;;NC_044408;Dictyochophyceae;
;;;;;NC_012097;Pyramimonadophyceae;
;;;;;FJ493499;Pyramimonadophyceae;
;;;;;AP018038;Chlorophyceae;
;;;;;AP014542;Ulvophyceae;
;;;;;KY819065;Ulvophyceae;
;;;;;NC_039526;Ulvophyceae;
;;;;;NC_043890;Dictyochophyceae;
;;;;;NC_038003;Coscinodiscophyceae;
;;;;;MG755793;Coscinodiscophyceae;
;;;;;KY709212;Compsopogonophyceae;
;;;;;LC648958;Cryptophyceae;
;;;;;LC648961;Cryptophyceae;
;;;;;EF508371;Cryptophyceae;
;;;;;LC648963;Cryptophyceae;
;;;;;OP888486;Embryophyceae;
;;;;;KJ958483;Mediophyceae;
;;;;;KJ461681;Zygnemophyceae;
;;;;;OR350844;Chlorophyceae;
;;;;;NC_053868;Schizocladiophyceae;
;;;;;HQ700713;Chlorophyceae;
;;;;;MH356727;Bacillariophyceae;
;;;;;MW679511;Mediophyceae;
;;;;;NC_042251;Chlorophyceae;
;;;;;NC_030355;Zygnemophyceae;
;;;;;AY958085;Zygnemophyceae;
;;;;;NC_037923;Chlorophyceae;
;;;;;OM827249;Coscinodiscophyceae;
;;;;;KM462864;Trebouxiophyceae;
;;;;;NC_008372;Chlorophyceae;
;;;;;OR858607;Klebsormidiophyceae;
;;;;;OP179283;Euglenida;
;;;;;NC_065389;Trebouxiophyceae;
;;;;;NC_025524;Trebouxiophyceae;
;;;;;NC_040134;Chrysophyceae;
;;;;;MH795129;Chrysophyceae;
;;;;;MH795128;Chrysophyceae;
;;;;;NC_067957;Mediophyceae;
;;;;;NC_086752;Chlorophyceae;
;;;;;NC_086754;Chlorophyceae;
;;;;;ON645926;Chlorodendrophyceae;
;;;;;NC_067041;Chlorodendrophyceae;
;;;;;NC_060857;Bacillariophyceae;
;;;;;OK637333;Bacillariophyceae;
;;;;;MW592700;Mediophyceae;
;;;;;NC_058878;Mediophyceae;
;;;;;EF067921;Mediophyceae;
;;;;;NC_040291;Prymnesiophyceae;
;;;;;NC_031425;Mediophyceae;
;;;;;NC_027288;Euglenida;
;;;;;NC_045839;Trebouxiophyceae;
;;;;;NC_060532;Ulvophyceae;
;;;;;MZ334625;Ulvophyceae;
;;;;;NC_043776;Ulvophyceae;
;;;;;NC_028578;Chlorophyceae;
;;;;;NC_038002;Coscinodiscophyceae;
;;;;;NC_034709;Ulvophyceae;
;;;;;MT383642;Bacillariophyceae;
;;;;;AY835431;Ulvophyceae;
;;;;;NC_026796;Ulvophyceae;
;;;;;NC_039527;Ulvophyceae;
;;;;;MH591112;Ulvophyceae;
;;;;;OQ694380;Bacillariophyceae;
;;;;;OQ349516;Ulvophyceae;
;;;;;MN659374;Oligohymenophorea;
;;;;;EU912438;Xanthophyceae;
;;;;;MZ504745;Eustigmatophyceae;
;;;;;HM222968;Colpodellidea;
;;;;;NC_025526;Trebouxiophyceae;
;;;;;NC_072904;Trebouxiophyceae;
;;;;;KM462872;Trebouxiophyceae;
;;;;;AY958086;Zygnemophyceae;
;;;;;AY177739.1;Ulvophyceae;
;;;;;AY177737.1;Ulvophyceae;
;;;;;AY177738.1;Ulvophyceae;
;;;;;MW324580.1;Bacillariophyceae;
;;;;;KT943615.1;Bacillariophyceae;
;;;;;MH064054.1;Bacillariophyceae;
;;;;;HQ912458.1;Bacillariophyceae;
;;;;;PP374894.1;Bacillariophyceae;
;;;;;OM686885.1;Bacillariophyceae;
;;;;;KC309546.1;Bacillariophyceae;
;;;;;KC309545.1;Bacillariophyceae;
;;;;;MT432474.1;Bacillariophyceae;
;;;;;FJ002151.1;Bacillariophyceae;
;;;;;KC309548.1;Bacillariophyceae;
;;;;;OP297418.1;Bacillariophyceae;
;;;;;KU687462.1;Bacillariophyceae;
;;;;;KY799133.1;Bacillariophyceae;
;;;;;KY799136.1;Bacillariophyceae;
;;;;;HM754410.1;Chlorophyceae;
;;;;;EF113405.1;Trebouxiophyceae;
;;;;;OP297423.1;Coscinodiscophyceae;
;;;;;KJ577877.1;Coscinodiscophyceae;
;;;;;HQ912438.1;Coscinodiscophyceae;
;;;;;OP297419.1;Coscinodiscophyceae;
;;;;;OL310463.1;Chlorophyceae;
;;;;;OK626421.1;Chlorophyceae;
;;;;;OL457301.1;Bacillariophyceae;
;;;;;MW324582.1;Bacillariophyceae;
;;;;;KC309549.1;Bacillariophyceae;
;;;;;FJ002140.1;Bacillariophyceae;
;;;;;FJ002099.1;Bacillariophyceae;
;;;;;KJ463464.1;Bacillariophyceae;
;;;;;KP229547.1;Bacillariophyceae;
;;;;;KP229546.1;Bacillariophyceae;
;;;;;FJ002132.1;Bacillariophyceae;
;;;;;KJ463473.1;Bacillariophyceae;
;;;;;MH064057.1;Bacillariophyceae;
;;;;;HQ912403.1;Bacillariophyceae;
;;;;;MG027498.1;Bacillariophyceae;
;;;;;MH064060.1;Bacillariophyceae;
;;;;;KJ463472.1;Bacillariophyceae;
;;;;;MW324581.1;Bacillariophyceae;
;;;;;MH064059.1;Bacillariophyceae;
;;;;;KJ463466.1;Bacillariophyceae;
;;;;;KJ463462.1;Bacillariophyceae;
;;;;;MH064058.1;Bacillariophyceae;
;;;;;KC736590.1;Bacillariophyceae;
;;;;;KJ463465.1;Bacillariophyceae;
;;;;;MK817338.1;Mediophyceae;
;;;;;EF113406.1;Chlorophyceae;
;;;;;KT355769.1;Chlorophyceae;
;;;;;KT833573.1;Chlorophyceae;
;;;;;KT355740.1;Chlorophyceae;
;;;;;KT355762.1;Chlorophyceae;
;;;;;KJ011795.1;Bacillariophyceae;
;;;;;AF015573.1;Dictyochophyceae;
;;;;;MF578745.1;Mediophyceae;
;;;;;MZ542378.1;Mediophyceae;
;;;;;HQ912517.1;Mediophyceae;
;;;;;EF113411.1;Chlorophyceae;
;;;;;JN573844.1;Trebouxiophyceae;
;;;;;AB175936.1;Chlorophyceae;
;;;;;AB175945.1;Chlorophyceae;
;;;;;AB175935.1;Chlorophyceae;
;;;;;KJ577880.1;Coscinodiscophyceae;
;;;;;AB430672.1;Bacillariophyceae;
;;;;;HQ912516.1;Coscinodiscophyceae;
;;;;;JX413573.1;Coscinodiscophyceae;
;;;;;AY569603.1;Coscinodiscophyceae;
;;;;;AB430659.1;Coscinodiscophyceae;
;;;;;AY569592.1;Coscinodiscophyceae;
;;;;;HQ656823.1;Coscinodiscophyceae;
;;;;;OK502205.1;Coscinodiscophyceae;
;;;;;MH064064.1;Bacillariophyceae;
;;;;;OK626429.1;Trebouxiophyceae;
;;;;;KJ577874.1;Bacillariophyceae;
;;;;;KT943612.1;Bacillariophyceae;
;;;;;OM453684.1;Bacillariophyceae;
;;;;;MK642493.1;Mediophyceae;
;;;;;LC066363.1;Chlorophyceae;
;;;;;AY177748.1;Ulvophyceae;
;;;;;ON971347.1;Ulvophyceae;
;;;;;DQ514763.1;Mediophyceae;
;;;;;HQ912536.1;Mediophyceae;
;;;;;KJ577882.1;Bacillariophyceae;
;;;;;KY320285.1;Bacillariophyceae;
;;;;;HQ912505.1;Mediophyceae;
;;;;;HQ912502.1;Mediophyceae;
;;;;;KM078662.1;Bacillariophyceae;
;;;;;KM078667.1;Bacillariophyceae;
;;;;;KX981811.1;Bacillariophyceae;
;;;;;HM627327.1;Bacillariophyceae;
;;;;;FJ715717.1;Ulvophyceae;
;;;;;AY177746.1;Ulvophyceae;
;;;;;MF101233.1;Chlorophyceae;
;;;;;AJ579571.1;Xanthophyceae;
;;;;;AJ579566.1;Xanthophyceae;
;;;;;AF015587.1;Xanthophyceae;
;;;;;AJ579568.1;Xanthophyceae;
;;;;;AF465706.1;Xanthophyceae;
;;;;;AM695635.1;Xanthophyceae;
;;;;;AM695634.1;Xanthophyceae;
;;;;;AJ579564.1;Xanthophyceae;
;;;;;KC145508.1;Trebouxiophyceae;
;;;;;AB451191.1;Chlorophyceae;
;;;;;OP297433.1;Bacillariophyceae;
;;;;;HQ912429.1;Mediophyceae;
;;;;;EF113415.1;Chlorophyceae;
;;;;;DQ481216.1;Chlorophyceae;
;;;;;U89900.1;Xanthophyceae;
;;;;;EF455976.1;Xanthophyceae;
;;;;;AJ579573.1;Xanthophyceae;
;;;;;HQ912444.1;Bacillariophyceae;
;;;;;KU179118.1;Bacillariophyceae;
;;;;;JX033021.1;Bacillariophyceae;
;;;;;KX120585.1;Bacillariophyceae;
;;;;;KX120586.1;Bacillariophyceae;
;;;;;KX120592.1;Bacillariophyceae;
;;;;;HQ912487.1;Mediophyceae;
;;;;;KU851892.1;Bacillariophyceae;
;;;;;KR048217.1;Bacillariophyceae;
;;;;;KM186533.1;Ulvophyceae;
;;;;;AB619258.1;Ulvophyceae;
;;;;;HQ912499.1;Bacillariophyceae;
;;;;;OP297435.1;Mediophyceae;
;;;;;HQ912530.1;Mediophyceae;
;;;;;EF113418.1;Chlorophyceae;
;;;;;MN401194.1;Eustigmatophyceae;
;;;;;MT374817.1;Eustigmatophyceae;
;;;;;EF113419.1;Chlorophyceae;
;;;;;DQ273989.1;Raphidophyceae;
;;;;;AF015581.1;Raphidophyceae;
;;;;;OP191770.1;Bacillariophyceae;
;;;;;MF803744.1;Chlorophyceae;
;;;;;MK908413.1;Chlorophyceae;
;;;;;EF113423.1;Chlorophyceae;
;;;;;KF443038.1;Synchromophyceae;
;;;;;EF113426.1;Chlorophyceae;
;;;;;U21668.1;Chlorarachniophyceae;
;;;;;LC769883.1;Trebouxiophyceae;
;;;;;AJ580948.1;Xanthophyceae;
;;;;;AJ580947.1;Xanthophyceae;
;;;;;ON920848.1;Eustigmatophyceae;
;;;;;HM754409.1;Chlorophyceae;
;;;;;AB700352.1;Ulvophyceae;
;;;;;OR426990.1;Ulvophyceae;
;;;;;AB619262.1;Ulvophyceae;
;;;;;AB010224.1;Chlorophyceae;
;;;;;AB477057.1;Chlorophyceae;
;;;;;OK626436.1;Chlorophyceae;
;;;;;EU030689.1;Chlorophyceae;
;;;;;AB022225.1;Chlorophyceae;
;;;;;LC012744.1;Chlorophyceae;
;;;;;OP902601.1;Chlorophyceae;
;;;;;LC360492.1;Chlorophyceae;
;;;;;LC683784.1;Chlorophyceae;
;;;;;LC012752.1;Chlorophyceae;
;;;;;AB434272.1;Chlorophyceae;
;;;;;OQ208938.1;Chlorophyceae;
;;;;;LC012751.1;Chlorophyceae;
;;;;;LC012738.1;Chlorophyceae;
;;;;;AF089834.1;Chlorophyceae;
;;;;;LC360493.1;Chlorophyceae;
;;;;;OQ378581.1;Chlorophyceae;
;;;;;AB504764.1;Chlorophyceae;
;;;;;LC438451.1;Chlorophyceae;
;;;;;U80809.1;Chlorophyceae;
;;;;;MN251877.2;Chlorophyceae;
;;;;;AB022530.1;Chlorophyceae;
;;;;;MF278343.1;Chlorophyta_XX;
;;;;;MF278346.1;Chlorophyta_XX;
;;;;;MF278351.1;Chlorophyta_XX;
;;;;;KF693818.1;Trebouxiophyceae;
;;;;;OL770103.1;Chlorophyceae;
;;;;;EF165164.1;Chrysophyceae;
;;;;;EF165180.1;Chrysophyceae;
;;;;;EF165151.1;Chrysophyceae;
;;;;;AF155876.1;Chrysophyceae;
;;;;;EF165181.1;Chrysophyceae;
;;;;;EF165182.1;Chrysophyceae;
;;;;;HQ912506.1;Coscinodiscophyceae;
;;;;;EF165149.1;Chrysophyceae;
;;;;;AF155877.1;Chrysophyceae;
;;;;;AF015570.1;Chrysophyceae;
;;;;;EF165150.1;Chrysophyceae;
;;;;;MK189080.1;Chrysoparadoxophyceae;
;;;;;EF165163.1;Chrysophyceae;
;;;;;KF443039.1;Chrysophyceae;
;;;;;EF165167.1;Chrysophyceae;
;;;;;HF549072.1;Chrysophyceae;
;;;;;AB081643.1;Dictyochophyceae;
;;;;;HQ912508.1;Bacillariophyceae;
;;;;;KC309550.1;Bacillariophyceae;
;;;;;HQ912549.1;Mediophyceae;
;;;;;EF113433.1;Trebouxiophyceae;
;;;;;MN473936.1;Bacillariophyceae;
;;;;;HQ656833.1;Prymnesiophyceae;
;;;;;KT355758.1;Chlorophyceae;
;;;;;KT253163.1;Chlorophyceae;
;;;;;KP202851.1;Chlorophyceae;
;;;;;KT253161.1;Chlorophyceae;
;;;;;HG793063.1;Chlorophyceae;
;;;;;OQ208937.1;Chlorophyceae;
;;;;;KU179121.1;Bacillariophyceae;
;;;;;MT015687.1;Bacillariophyceae;
;;;;;KT943614.1;Bacillariophyceae;
;;;;;MK454988.1;Bacillariophyceae;
;;;;;HQ912456.1;Bacillariophyceae;
;;;;;KC309551.1;Bacillariophyceae;
;;;;;MW269655.1;Trebouxiophyceae;
;;;;;AY604696.1;Coscinodiscophyceae;
;;;;;KC309600.1;Coscinodiscophyceae;
;;;;;OP297475.1;Coscinodiscophyceae;
;;;;;MT432485.1;Bacillariophyceae;
;;;;;KX981814.1;Bacillariophyceae;
;;;;;KX981815.1;Bacillariophyceae;
;;;;;MT432487.1;Bacillariophyceae;
;;;;;KX981816.1;Bacillariophyceae;
;;;;;MF092971.1;Bacillariophyceae;
;;;;;HQ912445.1;Bacillariophyceae;
;;;;;OR455854.1;Bacillariophyceae;
;;;;;MW191597.1;Trebouxiophyceae;
;;;;;AF509626.1;Mamiellophyceae;
;;;;;HQ912475.1;Bacillariophyceae;
;;;;;KT355754.1;Chlorophyceae;
;;;;;KT833569.1;Chlorophyceae;
;;;;;JN975254.1;Bacillariophyceae;
;;;;;MH040254.1;Bacillariophyceae;
;;;;;JN975257.1;Bacillariophyceae;
;;;;;AB430673.1;Bacillariophyceae;
;;;;;JN975256.1;Bacillariophyceae;
;;;;;HQ912524.1;Bacillariophyceae;
;;;;;OR455891.1;Mediophyceae;
;;;;;EF113434.1;Chlorophyceae;
;;;;;OR455858.1;Bacillariophyceae;
;;;;;LC568544.1;Bacillariophyceae;
;;;;;KC309564.1;Coscinodiscophyceae;
;;;;;MZ542383.1;Coscinodiscophyceae;
;;;;;MH545327.1;Ulvophyceae;
;;;;;MK257142.1;Chlorophyceae;
;;;;;HQ912493.1;Bacillariophyceae;
;;;;;MF100790.1;Trebouxiophyceae;
;;;;;HQ912474.1;Bacillariophyceae;
;;;;;MZ082103.1;Chlorophyceae;
;;;;;MK257147.1;Chlorophyceae;
;;;;;HQ912457.1;Bacillariophyceae;
;;;;;AB038487.1;Ulvophyceae;
;;;;;KC145513.1;Chlorophyceae;
;;;;;EF113435.1;Trebouxiophyceae;
;;;;;HM852436.1;Chlorophyceae;
;;;;;GQ985404.1;Chlorophyceae;
;;;;;JN573804.1;Ulvophyceae;
;;;;;AB430675.1;Bacillariophyceae;
;;;;;OQ466205.1;Chrysophyceae;
;;;;;EF165158.1;Chrysophyceae;
;;;;;OQ466175.1;Chrysophyceae;
;;;;;OQ466208.1;Chrysophyceae;
;;;;;KX981819.1;Bacillariophyceae;
;;;;;PP374922.1;Bacillariophyceae;
;;;;;MH064077.1;Bacillariophyceae;
;;;;;OQ660300.1;Bacillariophyceae;
;;;;;MW324597.1;Bacillariophyceae;
;;;;;OM686882.1;Bacillariophyceae;
;;;;;HQ912461.1;Bacillariophyceae;
;;;;;JN573852.1;Trebouxiophyceae;
;;;;;ON805847.1;Trebouxiophyceae;
;;;;;JN573835.1;Trebouxiophyceae;
;;;;;JN573830.1;Trebouxiophyceae;
;;;;;KC954572.1;Bacillariophyceae;
;;;;;OQ029502.1;Mediophyceae;
;;;;;MG684321.1;Bacillariophyceae;
;;;;;AF509627.1;Mamiellophyceae;
;;;;;OQ718512.1;Chlorophyceae;
;;;;;JX018186.1;Trebouxiophyceae;
;;;;;JX018187.1;Trebouxiophyceae;
;;;;;KY710878.1;Trebouxiophyceae;
;;;;;MK257138.1;Chlorophyceae;
;;;;;KJ577892.1;Coscinodiscophyceae;
;;;;;MZ542384.1;Coscinodiscophyceae;
;;;;;KJ011826.1;Bacillariophyceae;
;;;;;AY571754.1;Bacillariophyceae;
;;;;;KJ011825.1;Bacillariophyceae;
;;;;;KJ011829.1;Bacillariophyceae;
;;;;;KC309607.1;Coscinodiscophyceae;
;;;;;AY257122.1;Ulvophyceae;
;;;;;EF165155.1;Chrysophyceae;
;;;;;AF015571.1;Chrysophyceae;
;;;;;HQ912392.1;Bacillariophyceae;
;;;;;MW562870.1;Bacillariophyceae;
;;;;;KY710899.1;Trebouxiophyceae;
;;;;;KM438414.1;Trebouxiophyceae;
;;;;;MF100789.1;Trebouxiophyceae;
;;;;;AB430668.1;Mediophyceae;
;;;;;KX354386.1;Eustigmatophyceae;
;;;;;GQ405017.1;Eustigmatophyceae;
;;;;;KX354384.1;Eustigmatophyceae;
;;;;;KX354385.1;Eustigmatophyceae;
;;;;;KX354378.1;Eustigmatophyceae;
;;;;;KY271703.1;Eustigmatophyceae;
;;;;;MF001961.1;Mediophyceae;
;;;;;LC753170.1;Bacillariophyceae;
;;;;;LC753169.1;Bacillariophyceae;
;;;;;MH064092.1;Bacillariophyceae;
;;;;;MW924345.1;Bacillariophyceae;
;;;;;MW924349.1;Bacillariophyceae;
;;;;;EF143289.1;Bacillariophyceae;
;;;;;MW924350.1;Bacillariophyceae;
;;;;;PP374891.1;Bacillariophyceae;
;;;;;HQ912460.1;Bacillariophyceae;
;;;;;MH735127.1;Chlorophyceae;
;;;;;FJ432640.1;Ulvophyceae;
;;;;;HQ246350.1;Chlorophyceae;
;;;;;JN975260.1;Bacillariophyceae;
;;;;;JQ259910.1;Chlorophyceae;
;;;;;JX413560.1;Bacillariophyceae;
;;;;;HQ912492.1;Bacillariophyceae;
;;;;;KJ577879.1;Bacillariophyceae;
;;;;;MG684349.1;Bacillariophyceae;
;;;;;MG684348.1;Bacillariophyceae;
;;;;;KY710893.1;Trebouxiophyceae;
;;;;;KM999102.1;Bacillariophyceae;
;;;;;MT439864.1;Pelagophyceae;
;;;;;MF092911.1;Bacillariophyceae;
;;;;;MF092914.1;Bacillariophyceae;
;;;;;OP548121.1;Bacillariophyceae;
;;;;;AB491670.1;Glaucocystophyceae;
;;;;;EF113443.1;Chlorophyceae;
;;;;;AB504765.1;Chlorophyceae;
