ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;;;RbcL_ID2;RbcL_based_taxa2;;;;RbcL_ID3;RbcL_based_taxa3
EF165164.1_523;N693;;;;;;;;LC581491.1;Chlorophyceae;;;;KJ635638.1;Chlorophyceae
ptMAG_rbcL_99_162;N823;;;;;;;;AB044164.1;Chlorophyceae;;;;KJ635641.1;Chlorophyceae
ptMAG_rbcL_103_166;N701;;;;;;;;AB044160.1;Chlorophyceae;;;;KJ635653.1;Chlorophyceae
EF165167.1_522;N704;;;;;;;;LC523992;Chlorophyceae;;;;KJ635640.1;Chlorophyceae
ptMAG_rbcL_92_155;N799;;;;;;;;AB044159.1;Chlorophyceae;;;;KJ635642.1;Chlorophyceae
ptMAG_rbcL_46_109;N718;;;;;;;;KJ635642.1;Chlorophyceae;;;;JN975264.1;Bacillariophyceae
ptMAG_rbcL_73_136;N2888;;;;;;;;KT625422;Chlorophyceae;;;;AB430683.1;Bacillariophyceae
GroupDREP1042_Bin_MEDD_45_2_3-contigsc0202_-_rbcL_gene_1;N2879;;;;;;;;ptMAG_rbcL_120;Chlorophyceae;;;;MF092916.1;Bacillariophyceae
ptMAG_rbcL_87_150;N2856;;;;;;;;ptMAG_rbcL_131;Chlorophyceae;;;;MH424437.1;Coscinodiscophyceae
ptMAG_rbcL_230_293;N2867;;;;;;;;AB542929.1;Chlorophyceae;;;;EF113460.1;Chlorophyceae
ptMAG_rbcL_61_124;N2898;;;;;;;;LC322167.1;Chlorophyceae;;;;HQ912535.1;Coscinodiscophyceae
ptMAG_rbcL_36_99;N10;;;;;;;;LC322166.1;Chlorophyceae;;;;AB044164.1;Chlorophyceae
ptMAG_rbcL_212_275;N11;;;;;;;;OP298011;Chlorophyceae;;;;AB044166.1;Chlorophyceae
EF165163.1_524;N127;;;;;;;;ptMAG_rbcL_137;Chlorophyceae;;;;LC581491.1;Chlorophyceae
ptMAG_rbcL_216_279;N42;;;;;;;;ptMAG_rbcL_148;Chlorophyceae;;;;EF078303.1;Chlorophyceae
EF165162.1_525;N53;;;;;;;;EF113443.1;Chlorophyceae;;;;EF078375.1;Chlorophyceae
GroupDREPX942_Annotated_Unfinished_-_rbcL_gene_42;N150;;;;;;;;KJ635653.1;Chlorophyceae;;;;KY320291.1;Bacillariophyceae
ptMAG_rbcL_69_132;N393;;;;;;;;OQ208934.1;Chlorophyceae;;;;MW324619.1;Bacillariophyceae
ptMAG_rbcL_4_67;N400;;;;;;;;EF113476.1;Chlorophyceae;;;;AY177741.1;Ulvophyceae
ptMAG_rbcL_67_130;N381;;;;;;;;MK257148.1;Chlorophyceae;;;;AB542929.1;Chlorophyceae
KJ877675_1160;N348;;;;;;;;MK257149.1;Chlorophyceae;;;;LT854012.1;Chlorophyceae
ptMAG_rbcL_89_152;N335;;;;;;;;EF113423.1;Chlorophyceae;;;;D86837.1;Chlorophyceae
ptMAG_rbcL_104_167;N340;;;;;;;;ptMAG_rbcL_162;Chlorophyceae;;;;AY119784.1;Pavlovophyceae
ptMAG_rbcL_77_140;N321;;;;;;;;ptMAG_rbcL_197;Chlorophyceae;;;;HQ656828.1;Pavlovophyceae
GroupDREPX1178_Bin_ZURI_16_25-contigsc0018_-_rbcL_gene_48;N282;;;;;;;;ptMAG_rbcL_127;Chlorophyceae;;;;AB081639.1;Dictyochophyceae
EF165179.1_520;N209;;;;;;;;MF278343.1;Chlorophyceae;;;;AB561085.1;Pedinophyceae
AF015570.1_753;N273;;;;;;;;U80809.1;Chlorophyceae;;;;AF015580.1;Pelagophyceae
ptMAG_rbcL_74_137;N216;;;;;;;;ptMAG_rbcL_214;Chlorophyceae;;;;U89898.1;Pelagophyceae
GroupDREPX1190_Bin_FUNE_56_6-contigsc0004_-_rbcL_gene_50;N2372;;;;;;;;OL310463.1;Chlorophyceae;;;;AY942175.1;Ulvophyceae
ptMAG_rbcL_45_108;N2391;;;;;;;;ptMAG_rbcL_232;Chlorophyceae;;;;KJ577905.1;Bacillariophyceae
EF165155.1_527;N2384;;;;;;;;ptMAG_rbcL_153;Chlorophyceae;;;;AY571757.1;Bacillariophyceae
ptMAG_rbcL_48_111;N2223;;;;;;;;ptMAG_rbcL_142;Chlorophyceae;;;;AM421005.1;Xanthophyceae
AF015571.1_752;N2240;;;;;;;;KT625418;Chlorophyceae;;;;AF438321.1;Pinguiophyceae
ptMAG_rbcL_49_112;N2257;;;;;;;;EF113419.1;Chlorophyceae;;;;AF064747.1;Phaeothamniophyceae
ptMAG_rbcL_100_163;N2350;;;;;;;;EF113450.1;Chlorophyceae;;;;AF064746.1;Phaeothamniophyceae
EF165176.1_521;N2301;;;;;;;;MG778185;Chlorophyceae;;;;AF438317.1;Pinguiophyceae
HF549074.1_878;N2271;;;;;;;;AB360756.1;Chlorophyceae;;;;AF438319.1;Pinguiophyceae
MH795132_1181;N2291;;;;;;;;AB010244.1;Chlorophyceae;;;;HQ912468.1;Bacillariophyceae
ptMAG_rbcL_66_129;N2280;;;;;;;;AB010243.1;Chlorophyceae;;;;JN418652.1;Bacillariophyceae
ptMAG_rbcL_5_68;N2051;;;;;;;;AB542927.1;Chlorophyceae;;;;MN049191.1;Ulvophyceae
ptMAG_rbcL_76_139;N1257;;;;;;;;AB010242.1;Chlorophyceae;;;;HQ912471.1;Bacillariophyceae
ptMAG_rbcL_68_131;N1260;;;;;;;;MN709220;Chlorophyceae;;;;AY571753.1;Bacillariophyceae
NC_040135_1197;N1232;;;;;;;;AF089834.1;Chlorophyceae;;;;MW324621.1;Bacillariophyceae
MH795129_1180;N1237;;;;;;;;DQ313221.1;Chlorophyceae;;;;AB164409.1;Cryptophyceae
ptMAG_rbcL_52_115;N1789;;;;;;;;NC_016732;Chlorophyceae;;;;AB430684.1;Bacillariophyceae
NC_040134_1196;N1860;;;;;;;;AB451191.1;Chlorophyceae;;;;MF092965.1;Bacillariophyceae
MH795128_1179;N1842;;;;;;;;AB477057.1;Chlorophyceae;;;;MH064128.1;Bacillariophyceae
ptMAG_rbcL_107_170;N1832;;;;;;;;AB010224.1;Chlorophyceae;;;;KY283840.1;Trebouxiophyceae
HF549072.1_879;N1835;;;;;;;;AB451193.1;Chlorophyceae;;;;KY283844.1;Trebouxiophyceae
ptMAG_rbcL_94_157;N1919;;;;;;;;KT625343.1;Chlorophyceae;;;;HQ912426.1;Mediophyceae
ptMAG_rbcL_91_154;N1885;;;;;;;;LC066363.1;Chlorophyceae;;;;JQ259911.1;Chlorophyceae
ptMAG_rbcL_54_117;N1895;;;;;;;;AB360758.1;Chlorophyceae;;;;HM852435.1;Chlorophyceae
ptMAG_rbcL_225_288;N1729;;;;;;;;JQ259911.1;Chlorophyceae;;;;KJ658392.1;Bacillariophyceae
ptMAG_rbcL_88_151;N1734;;;;;;;;EF113411.1;Chlorophyceae;;;;D86827.1;Chlorophyceae
EF165184.1_516;N1668;;;;;;;;ptMAG_rbcL_183;Chlorophyceae;;;;D86834.1;Chlorophyceae
NC_056910_1076;N1671;;;;;;;;EF113426.1;Chlorophyceae;;;;AF069499.1;Phaeothamniophyceae
ptMAG_rbcL_6_69;N1681;;;;;;;;OK626421.1;Chlorophyceae;;;;HQ656832.1;Prymnesiophyceae
ptMAG_rbcL_64_127;N1684;;;;;;;;OK626436.1;Chlorophyceae;;;;MF578765.1;Mediophyceae
EF165180.1_519;N1366;;;;;;;;JN880465.1;Chlorophyceae;;;;HQ912525.1;Bacillariophyceae
AF155876.1_724;N1361;;;;;;;;EF113465.1;Chlorophyceae;;;;MG684331.1;Bacillariophyceae
EF165182.1_517;N1402;;;;;;;;MK257143.1;Chlorophyceae;;;;HQ912431.1;Coscinodiscophyceae
EF165181.1_518;N1385;;;;;;;;KJ635640.1;Chlorophyceae;;;;MZ542394.1;Coscinodiscophyceae
ptMAG_rbcL_65_128;N1416;;;;;;;;OP448669;Chlorophyceae;;;;AF438320.1;Pinguiophyceae
AF438320.1_718;N1425;;;;;;;;MK257142.1;Chlorophyceae;;;;DQ514768.1;Mediophyceae
AF438321.1_717;N998;;;;;;;;NC_042182;Chlorophyceae;;;;EF165184.1;Chrysophyceae
AF438317.1_721;N2728;;;;;;;;KJ635641.1;Chlorophyceae;;;;OM686881.1;Bacillariophyceae
AF438319.1_719;N649;;;;;;;;OQ718512.1;Chlorophyceae;;;;EF203011.1;Trebouxiophyceae
AF438318.1_720;N636;;;;;;;;KJ635638.1;Chlorophyceae;;;;AF189066.1;Trebouxiophyceae
GroupDREPX759_Bin_FUNE_4_12-contigsc0035_-_rbcL_gene_38;N639;;;;;;;;KY710894.1;Trebouxiophyceae;;;;LN877817.1;Trebouxiophyceae
ptMAG_rbcL_38_101;N578;;;;;;;;KY710883.1;Trebouxiophyceae;;;;LN877813.1;Trebouxiophyceae
LC269919_1164;N511;;;;;;;;ptMAG_rbcL_227;Trebouxiophyceae;;;;MF347442.1;Trebouxiophyceae
DQ273989.1_1029;N514;;;;;;;;ptMAG_rbcL_222;Trebouxiophyceae;;;;OP191802.1;Bacillariophyceae
AF015581.1_748;N559;;;;;;;;ptMAG_rbcL_217;Trebouxiophyceae;;;;MK887897.1;Bacillariophyceae
AJ579568.1_838;N528;;;;;;;;ptMAG_rbcL_228;Trebouxiophyceae;;;;MK757570.1;Bacillariophyceae
NC_053868_1201;N867;;;;;;;;ptMAG_rbcL_140;Trebouxiophyceae;;;;MK887894.1;Bacillariophyceae
AF064746.1_731;N857;;;;;;;;EF113405.1;Trebouxiophyceae;;;;MK887895.1;Bacillariophyceae
AF064747.1_730;N860;;;;;;;;ptMAG_rbcL_194;Trebouxiophyceae;;;;KR822596.1;Pedinophyceae
AF155584.1_726;N834;;;;;;;;MW172431.1;Trebouxiophyceae;;;;EF113465.1;Chlorophyceae
MK189080.1_544;N712;;;;;;;;KJ742376;Trebouxiophyceae;;;;JN880465.1;Chlorophyceae
AF155585.1_725;N705;;;;;;;;KP271969;Trebouxiophyceae;;;;HQ656834.1;Prymnesiophyceae
AF069499.1_729;N800;;;;;;;;MT920676;Trebouxiophyceae;;;;AB183266.1;Prymnesiophyceae
AM421005.1_829;N719;;;;;;;;MH983006;Trebouxiophyceae;;;;MN473946.1;Bacillariophyceae
AJ579574.1_835;N732;;;;;;;;MK295209.1;Trebouxiophyceae;;;;KU687468.1;Bacillariophyceae
AF015587.1_746;N2889;;;;;;;;MN649872;Trebouxiophyceae;;;;KY283842.1;Ulvophyceae
AJ579564.1_1052;N2880;;;;;;;;NC_071969;Trebouxiophyceae;;;;AF212144.1;Ulvophyceae
AJ579571.1_837;N2857;;;;;;;;KF554427;Trebouxiophyceae;;;;AB084335.1;Chlorophyceae
AM695634.1_1043;N2869;;;;;;;;ptMAG_rbcL_166;Trebouxiophyceae;;;;MN401197.1;Eustigmatophyceae
AJ580924.1_834;N2899;;;;;;;;ptMAG_rbcL_174;Trebouxiophyceae;;;;FJ432643.1;Ulvophyceae
AF064744.1_732;N9;;;;;;;;EF113445.1;Trebouxiophyceae;;;;FJ432642.1;Ulvophyceae
AJ579566.1_1051;N35;;;;;;;;ptMAG_rbcL_201;Trebouxiophyceae;;;;AB619272.1;Ulvophyceae
AM695635.1_1042;N12;;;;;;;;ptMAG_rbcL_156;Trebouxiophyceae;;;;FJ217383.1;Trebouxiophyceae
AJ580948.1_832;N50;;;;;;;;AY543047.1;Trebouxiophyceae;;;;EF589155.1;Trebouxiophyceae
AJ580947.1_833;N43;;;;;;;;KF693822.1;Trebouxiophyceae;;;;LK022434.1;Ulvophyceae
JX681224.1_644;N54;;;;;;;;KC631634;Trebouxiophyceae;;;;AY571748.1;Bacillariophyceae
JX681208.1_886;N69;;;;;;;;FJ968741;Trebouxiophyceae;;;;AB430685.1;Bacillariophyceae
AM421004.1_830;N151;;;;;;;;EF113433.1;Trebouxiophyceae;;;;AJ580924.1;Xanthophyceae
ptMAG_rbcL_105_168;N154;;;;;;;;KM462885;Trebouxiophyceae;;;;EF113466.1;Chlorophyceae
EU912438_1158;N394;;;;;;;;MK257138.1;Trebouxiophyceae;;;;U30279.1;Pyramimonadophyceae
AF465706.1_742;N397;;;;;;;;ptMAG_rbcL_154;Trebouxiophyceae;;;;KJ577908.1;Coscinodiscophyceae
EF455922.1_756;N401;;;;;;;;NC_025549;Trebouxiophyceae;;;;KC309614.1;Coscinodiscophyceae
AY682398.1_654;N404;;;;;;;;OK569791;Trebouxiophyceae;;;;ON920852.1;Eustigmatophyceae
AY682399.1_653;N382;;;;;;;;EF113444.1;Trebouxiophyceae;;;;MF092897.1;Bacillariophyceae
AJ579573.1_836;N387;;;;;;;;MW077579.1;Trebouxiophyceae;;;;AB430686.1;Bacillariophyceae
U89900.1_952;N376;;;;;;;;ptMAG_rbcL_141;Trebouxiophyceae;;;;ON920853.1;Eustigmatophyceae
EF455976.1_959;N349;;;;;;;;KF693825.1;Trebouxiophyceae;;;;AB430687.1;Bacillariophyceae
EF455950.1_960;N337;;;;;;;;OK626429.1;Trebouxiophyceae;;;;U30281.1;Pyramimonadophyceae
EF455946.1_961;N341;;;;;;;;OQ942923;Trebouxiophyceae;;;;AF015583.1;Pelagophyceae
AF465709.1_741;N322;;;;;;;;LC769883.1;Trebouxiophyceae;;;;AY119782.1;Cryptophyceae
AF015588.1_745;N327;;;;;;;;ptMAG_rbcL_135;Trebouxiophyceae;;;;AB542927.1;Chlorophyceae
ptMAG_rbcL_97_160;N310;;;;;;;;ptMAG_rbcL_143;Trebouxiophyceae;;;;MG674844.1;Trebouxiophyceae
AY682413.1_652;N283;;;;;;;;ptMAG_rbcL_170;Trebouxiophyceae;;;;KY710871.1;Trebouxiophyceae
ptMAG_rbcL_111_174;N211;;;;;;;;KM462886;Trebouxiophyceae;;;;HM852437.1;Chlorophyceae
ptMAG_rbcL_84_147;N274;;;;;;;;ptMAG_rbcL_190;Trebouxiophyceae;;;;EF113467.1;Trebouxiophyceae
CM075647_1156;N217;;;;;;;;ptMAG_rbcL_200;Trebouxiophyceae;;;;MH064145.1;Bacillariophyceae
AF015580.1_749;N222;;;;;;;;OK030949.1;Trebouxiophyceae;;;;OP791907.1;Trebouxiophyceae
ptMAG_rbcL_58_121;N2392;;;;;;;;NC_034712;Trebouxiophyceae;;;;EF589151.1;Trebouxiophyceae
JX297813_1159;N2385;;;;;;;;EF113434.1;Trebouxiophyceae;;;;MW077579.1;Trebouxiophyceae
U89898.1_951;N2241;;;;;;;;NC_065389;Trebouxiophyceae;;;;MW077578.1;Trebouxiophyceae
ptMAG_rbcL_86_149;N2259;;;;;;;;NC_028578;Trebouxiophyceae;;;;MW077588.1;Trebouxiophyceae
ptMAG_rbcL_108_171;N2302;;;;;;;;EF113480.1;Trebouxiophyceae;;;;AB043633.1;Pavlovophyceae
AF015583.1_747;N2273;;;;;;;;KT625414;Trebouxiophyceae;;;;U30288.1;Pedinophyceae
NC_012903_1189;N2292;;;;;;;;NC_028581;Trebouxiophyceae;;;;MN334216.1;Trebouxiophyceae
MT439864.1_478;N2281;;;;;;;;OR858607;Trebouxiophyceae;;;;AB430682.1;Bacillariophyceae
MT439865.1_477;N1234;;;;;;;;AM260447.1;Trebouxiophyceae;;;;JX401261.1;Bacillariophyceae
KJ577908.1_805;N1238;;;;;;;;AF189068.1;Trebouxiophyceae;;;;JX401260.1;Bacillariophyceae
KC309614.1_357;N1247;;;;;;;;NC_009681;Trebouxiophyceae;;;;MW324625.1;Bacillariophyceae
MG755793_1092;N1791;;;;;;;;KF693821.1;Trebouxiophyceae;;;;HQ912537.1;Bacillariophyceae
MZ542383.1_428;N1836;;;;;;;;KR154344.1;Trebouxiophyceae;;;;AB430681.1;Bacillariophyceae
OM827252_1149;N1730;;;;;;;;NC_025524;Trebouxiophyceae;;;;MT783074.1;Ulvophyceae
NC_038003_1123;N1735;;;;;;;;EF113435.1;Trebouxiophyceae;;;;MT783050.1;Ulvophyceae
HQ912478.1_922;N1673;;;;;;;;OR493440.1;Trebouxiophyceae;;;;AY942172.1;Ulvophyceae
MZ542384.1_427;N1686;;;;;;;;KM821265;Trebouxiophyceae;;;;KJ011854.1;Bacillariophyceae
KJ577892.1_807;N1363;;;;;;;;JN573844.1;Trebouxiophyceae;;;;KX120553.1;Bacillariophyceae
KJ577880.1_809;N1412;;;;;;;;NC_025525;Trebouxiophyceae;;;;LC133513.1;Chlorophyceae
MG755791_1080;N1403;;;;;;;;NC_045839;Trebouxiophyceae;;;;HQ174310.1;Trebouxiophyceae
NC_059929_1129;N1395;;;;;;;;KY283842.1;Trebouxiophyceae;;;;AY694206.1;Trebouxiophyceae
KC509521_1083;N1386;;;;;;;;KY283840.1;Trebouxiophyceae;;;;KX108858.1;Trebouxiophyceae
MW561225_1110;N1417;;;;;;;;NC_025541;Trebouxiophyceae;;;;AF189067.1;Trebouxiophyceae
HQ912535.1_901;N1420;;;;;;;;KY710899.1;Trebouxiophyceae;;;;OR237990.1;Chlorophyceae
KC309581.1_361;N1426;;;;;;;;KY710898.1;Trebouxiophyceae;;;;OR237985.1;Chlorophyceae
HQ912516.1_906;N1443;;;;;;;;EF113459.1;Trebouxiophyceae;;;;EF143281.1;Bacillariophyceae
JX413573.1_880;N2730;;;;;;;;KY283834.1;Trebouxiophyceae;;;;KC145509.1;Chlorophyceae
HQ912438.1_939;N655;;;;;;;;KY710901.1;Trebouxiophyceae;;;;AB010242.1;Chlorophyceae
OP297423.1_352;N650;;;;;;;;MN334214.1;Trebouxiophyceae;;;;HQ656827.1;Prymnesiophyceae
KJ577877.1_811;N641;;;;;;;;MN334215.1;Trebouxiophyceae;;;;MK733623.1;Chlorophyceae
OP297475.1_347;N580;;;;;;;;KY710867.1;Trebouxiophyceae;;;;KF975603.1;Chlorophyceae
OM827248_1147;N522;;;;;;;;MF100792.1;Trebouxiophyceae;;;;KF975604.1;Chlorophyceae
MG755799_1096;N515;;;;;;;;MF100789.1;Trebouxiophyceae;;;;MG257492.1;Chlorophyceae
OP297419.1_353;N565;;;;;;;;KY710875.1;Trebouxiophyceae;;;;AB084332.1;Chlorophyceae
NC_067957_1138;N560;;;;;;;;KY283839.1;Trebouxiophyceae;;;;KT777978.1;Chlorophyceae
NC_024084_1117;N550;;;;;;;;MG674844.1;Trebouxiophyceae;;;;MW363991.1;Chlorophyceae
ptMAG_rbcL_12_75;N529;;;;;;;;KY283844.1;Trebouxiophyceae;;;;KT777983.1;Chlorophyceae
KC309600.1_360;N879;;;;;;;;KY710871.1;Trebouxiophyceae;;;;KC145516.1;Chlorophyceae
AY604696.1_710;N868;;;;;;;;OQ208933.1;Trebouxiophyceae;;;;MH064137.1;Bacillariophyceae
AF372696.1_570;N852;;;;;;;;KY710900.1;Trebouxiophyceae;;;;EF113470.1;Chlorophyceae
ptMAG_rbcL_26_89;N835;;;;;;;;KY283837.1;Trebouxiophyceae;;;;MG721937.1;Chlorophyta_XX
KR998419.1_788;N714;;;;;;;;KY710870.1;Trebouxiophyceae;;;;EF113471.1;Chlorophyceae
AB430698.1_967;N706;;;;;;;;KY710869.1;Trebouxiophyceae;;;;KT833561.2;Chlorophyceae
AB546640.1_999;N801;;;;;;;;KY710864.1;Trebouxiophyceae;;;;EF143280.1;Bacillariophyceae
ptMAG_rbcL_17_80;N810;;;;;;;;KY710868.1;Trebouxiophyceae;;;;EF143305.1;Bacillariophyceae
OM827249_1148;N720;;;;;;;;MF100790.1;Trebouxiophyceae;;;;KC736613.1;Bacillariophyceae
NC_069610_1139;N725;;;;;;;;KY710878.1;Trebouxiophyceae;;;;LC648444.1;Bacillariophyceae
MZ542394.1_426;N733;;;;;;;;KY710861.1;Trebouxiophyceae;;;;MZ063791.1;Bacillariophyceae
KC309607.1_359;N2882;;;;;;;;MF100788.1;Trebouxiophyceae;;;;KU851888.1;Bacillariophyceae
HQ912513.1_907;N2858;;;;;;;;KY710866.1;Trebouxiophyceae;;;;KU851880.1;Bacillariophyceae
HQ912431.1_940;N2871;;;;;;;;MG674840.1;Trebouxiophyceae;;;;DQ514791.1;Mediophyceae
KC309610.1_358;N2921;;;;;;;;MG674841.1;Trebouxiophyceae;;;;KY710901.1;Trebouxiophyceae
AB430661.1_986;N2900;;;;;;;;KY710893.1;Trebouxiophyceae;;;;MH794249.1;Bacillariophyceae
FJ002129.1_998;N7;;;;;;;;KY710858.1;Trebouxiophyceae;;;;KR048205.1;Bacillariophyceae
AY569603.1_708;N13;;;;;;;;KY710863.1;Trebouxiophyceae;;;;MH794250.1;Bacillariophyceae
ptMAG_rbcL_29_92;N24;;;;;;;;MF100791.1;Trebouxiophyceae;;;;MW307289.1;Bacillariophyceae
OK502205.1_407;N45;;;;;;;;KM462869;Trebouxiophyceae;;;;FJ432649.1;Ulvophyceae
AY569592.1_709;N55;;;;;;;;KM462882;Trebouxiophyceae;;;;EF078314.1;Chlorophyceae
ptMAG_rbcL_14_77;N70;;;;;;;;MW269655.1;Trebouxiophyceae;;;;EF113472.1;Chlorophyceae
AB430659.1_987;N73;;;;;;;;KM462876;Trebouxiophyceae;;;;AJ579574.1;Xanthophyceae
HQ912547.1_897;N155;;;;;;;;ptMAG_rbcL_177;Trebouxiophyceae;;;;MK257143.1;Chlorophyceae
MG763887.1_543;N170;;;;;;;;NC_025535;Trebouxiophyceae;;;;MF092979.1;Bacillariophyceae
HQ912502.1_913;N383;;;;;;;;KM462865;Trebouxiophyceae;;;;FJ002139.1;Bacillariophyceae
HQ912548.1_896;N388;;;;;;;;ptMAG_rbcL_173;Trebouxiophyceae;;;;FJ002142.1;Bacillariophyceae
HQ912505.1_911;N377;;;;;;;;ptMAG_rbcL_186;Trebouxiophyceae;;;;HQ912443.1;Bacillariophyceae
HQ912506.1_910;N371;;;;;;;;NC_025529;Trebouxiophyceae;;;;LC746291.1;Bacillariophyceae
HQ912512.1_908;N350;;;;;;;;MW077578.1;Trebouxiophyceae;;;;MW324628.1;Bacillariophyceae
JX413567.1_881;N324;;;;;;;;OP791907.1;Trebouxiophyceae;;;;MF092946.1;Bacillariophyceae
MH424437.1_561;N328;;;;;;;;ptMAG_rbcL_164;Trebouxiophyceae;;;;KX981832.1;Bacillariophyceae
HQ912544.1_898;N331;;;;;;;;EF589151.1;Trebouxiophyceae;;;;HQ912478.1;Coscinodiscophyceae
AB430669.1_984;N311;;;;;;;;KM462868;Trebouxiophyceae;;;;AB430665.1;Mediophyceae
HQ912549.1_895;N314;;;;;;;;MW077588.1;Trebouxiophyceae;;;;AB831883.1;Mediophyceae
JX413565.1_882;N284;;;;;;;;HM754409.1;Trebouxiophyceae;;;;KT625343.1;Chlorophyceae
HQ912503.1_912;N291;;;;;;;;JN573830.1;Trebouxiophyceae;;;;AF155584.1;Phaeothamniophyceae
NC_031425_1120;N275;;;;;;;;JN573852.1;Trebouxiophyceae;;;;KC309581.1;Coscinodiscophyceae
HQ912517.1_905;N219;;;;;;;;JN573835.1;Trebouxiophyceae;;;;AF463411.1;Cryptophyceae
MF578745.1_623;N223;;;;;;;;ON805847.1;Trebouxiophyceae;;;;AB430689.1;Bacillariophyceae
MZ542378.1_429;N236;;;;;;;;KM462864;Trebouxiophyceae;;;;MK454983.1;Bacillariophyceae
MG755798_1095;N2387;;;;;;;;EF203012.1;Trebouxiophyceae;;;;MG684339.1;Bacillariophyceae
MK817352.1_355;N2243;;;;;;;;KM462862;Trebouxiophyceae;;;;MG684343.1;Bacillariophyceae
KJ577909.1_804;N2303;;;;;;;;LN877817.1;Trebouxiophyceae;;;;MG684341.1;Bacillariophyceae
MG755806_1098;N2274;;;;;;;;MF347442.1;Trebouxiophyceae;;;;AY257111.1;Spirotrichea
MG755805_1097;N2293;;;;;;;;LN877813.1;Trebouxiophyceae;;;;AY257110.1;Spirotrichea
KU556402.1_677;N2287;;;;;;;;EF203011.1;Trebouxiophyceae;;;;AY257109.1;Spirotrichea
MF001961.1_546;N2282;;;;;;;;AF189066.1;Trebouxiophyceae;;;;KT943655.1;Bacillariophyceae
OR621302.1_317;N1244;;;;;;;;AF189067.1;Trebouxiophyceae;;;;KX120635.1;Bacillariophyceae
HQ912429.1_941;N1239;;;;;;;;AY694206.1;Trebouxiophyceae;;;;KX120642.1;Bacillariophyceae
MG755794_1093;N1253;;;;;;;;KX108858.1;Trebouxiophyceae;;;;JN004153.1;Synchromophyceae
HQ912487.1_920;N1248;;;;;;;;HQ174310.1;Trebouxiophyceae;;;;DQ788731.1;Synchromophyceae
KC309573.1_362;N1792;;;;;;;;KF693818.1;Trebouxiophyceae;;;;JN004157.1;Synchromophyceae
HQ912428.1_942;N1674;;;;;;;;EF113467.1;Trebouxiophyceae;;;;JN004156.1;Synchromophyceae
NC_067955_1137;N1704;;;;;;;;KM462874;Trebouxiophyceae;;;;JN004152.1;Synchromophyceae
OP297435.1_350;N1687;;;;;;;;NC_025542;Trebouxiophyceae;;;;HQ912485.1;Bacillariophyceae
OP297472.1_348;N1409;;;;;;;;ptMAG_rbcL_168;Trebouxiophyceae;;;;JX413565.1;Bacillariophyceae
MF578765.1_564;N1404;;;;;;;;KM462883;Trebouxiophyceae;;;;HQ912503.1;Bacillariophyceae
HQ912530.1_902;N1396;;;;;;;;KM438414.1;Trebouxiophyceae;;;;KM999082.1;Bacillariophyceae
NC_038002_1122;N1399;;;;;;;;JX018187.1;Trebouxiophyceae;;;;HQ912448.1;Bacillariophyceae
AB430689.1_971;N1387;;;;;;;;MF278346.1;Trebouxiophyceae;;;;FJ002156.1;Bacillariophyceae
AB430686.1_973;N1390;;;;;;;;OQ208932.1;Trebouxiophyceae;;;;AB430690.1;Bacillariophyceae
OL855989_1146;N1421;;;;;;;;MN334216.1;Trebouxiophyceae;;;;KR048214.1;Bacillariophyceae
HQ912536.1_900;N1428;;;;;;;;JX018186.1;Trebouxiophyceae;;;;AB164408.1;Cryptophyceae
MK817338.1_356;N1444;;;;;;;;KY710857.1;Trebouxiophyceae;;;;KJ577909.1;Mediophyceae
AB430668.1_985;N1511;;;;;;;;KY283835.1;Trebouxiophyceae;;;;MG763887.1;Mediophyceae
DQ514768.1_1038;N2784;;;;;;;;AP017927;Trebouxiophyceae;;;;HF549074.1;Chrysophyceae
DQ514769.1_1037;N2731;;;;;;;;NC_084269;Trebouxiophyceae;;;;AB278628.1;Chlorophyceae
ptMAG_rbcL_9_72;N652;;;;;;;;AF212144.1;Trebouxiophyceae;;;;KY283839.1;Trebouxiophyceae
MW679511_1112;N523;;;;;;;;LK022434.1;Trebouxiophyceae;;;;KJ577910.1;Bacillariophyceae
MT385839_1108;N517;;;;;;;;KU059765;Trebouxiophyceae;;;;MK257148.1;Chlorophyceae
AB430665.1_989;N562;;;;;;;;KY819063;Trebouxiophyceae;;;;MK257149.1;Chlorophyceae
KJ958483_1087;N551;;;;;;;;LN810504;Trebouxiophyceae;;;;OQ208934.1;Chlorophyceae
NC_025314_1119;N547;;;;;;;;NC_013359;Trebouxiophyceae;;;;EF113476.1;Chlorophyceae
HQ912426.1_943;N530;;;;;;;;NC_039524;Trebouxiophyceae;;;;KX354388.1;Eustigmatophyceae
ptMAG_rbcL_10_73;N869;;;;;;;;KY819066;Trebouxiophyceae;;;;KU665639.1;Bacillariophyceae
AB831883.1_766;N847;;;;;;;;KX808497;Trebouxiophyceae;;;;KJ463470.1;Bacillariophyceae
EF067921_1081;N836;;;;;;;;LK022433.1;Trebouxiophyceae;;;;KJ463476.1;Bacillariophyceae
ptMAG_rbcL_23_86;N708;;;;;;;;MH591108;Trebouxiophyceae;;;;EF113477.1;Chlorophyceae
OQ029502.1_310;N802;;;;;;;;KU646490;Streptophyta;;;;LT854010.1;Chlorophyceae
NC_058878_1128;N811;;;;;;;;AF494278;Streptophyta;;;;AF155585.1;Phaeothamniophyceae
ptMAG_rbcL_18_81;N814;;;;;;;;KU646493;Streptophyta;;;;KY710883.1;Chlorophyceae
