Name,Sequence Name,Minimum,Maximum,Length,Direction
atpE gene,GroupDREPX642_Annotated_unfinished,57546,57941,396,reverse
atpE gene,Contig 1,44133,44528,396,forward
atpE gene,GroupDREPX658_Annotated_unfinished,57490,57875,386,reverse
atpE gene,Consensus,64047,64442,396,reverse
atpE gene,Bin_RIMV_9_2_8-contigsc0022,58627,59022,396,reverse
atpE gene,Consensus,43952,44347,396,forward
atpE gene,Consensus,173425,173820,396,forward
atpE gene,Bin_ZLUT_44_2_1-contigsc0027,43853,44240,388,forward
atpE gene,GroupDREPX710_Annotated_Unfinished,43550,43937,388,forward
atpE gene,Bin_ZLUT_154_6_18-contigsc0021,45152,45538,387,forward
atpE gene,GroupDREPX771_Annotated_Unfinished,82403,82813,411,reverse
atpE gene,GroupDREPX942_Annotated_Unfinished,23068,23484,417,reverse
atpE gene,GroupDREPX942_Annotated_Unfinished,220088,220324,237,forward
atpE gene,Consensus,12799,13293,495,reverse
atpE gene,Bin_TOTR_46_51-contigsc0122,14386,14637,252,reverse
atpE gene,Consensus,82210,82689,480,forward
atpE gene,Bin_FUNE_31_37-contigsc1195,3586,3960,375,reverse
atpE gene,Bin_CERT_28_34-contigsc0002,122768,123247,480,forward
atpE gene,Bin_CERT_28_34-contigsc0002,10791,11183,393,forward
atpE gene,Consensus,12919,13398,480,reverse
atpE gene,Consensus,194337,194816,480,forward
atpE gene,Bin_ZLUT_170_6_34-contigsc0168,30805,31051,247,forward
atpE gene,Bin_EDVL_34_4-contigsc0983,59012,59398,387,reverse
atpE gene,Bin_LAND_16_3_1-contigsc0006,76675,77088,414,forward
atpE | atpH gene,Consensus,51710,51958,249,reverse
atpE | atpH gene,Bin_TRCH_30_6-contigsc0055,117881,118129,249,reverse
atpE | atpH gene,Bin_CEPX_5_1_13-contigsc0034,136817,137065,249,forward
atpE | atpH gene,Bin_ZLUT_103_5_31-contigsc0251,90576,90824,249,forward
atpE | atpH gene,Bin_SZYM_18_24-contigsc0004,83466,83714,249,forward
atpE | atpH gene,Bin_ROSX_18_26-contigsc0170,80919,81167,249,forward
atpE | atpH gene,Bin_BRTL_49_5_6-contigsc0002,77190,77438,249,reverse
atpE | atpH gene,Consensus,54958,55206,249,reverse
atpE | atpH gene,Bin_GOSK_44_8-contigsc0001,89379,89627,249,forward
atpE | atpH gene,Bin_GOSK_24_30-contigsc0042,13657,13905,249,reverse
atpE | atpH gene,Contig 2,35496,35741,246,forward
atpE | atpH gene,Contig 2,127834,128079,246,forward
atpE | atpH gene,Bin_MEDD_134_5_3-contigsc0007,91694,91939,246,reverse
atpE | atpH gene,Bin_SANA_18_8-contigsc0006,32032,32280,249,reverse
atpE | atpH gene,Bin_NVAL_39_45-contigsc0612,103122,103370,249,forward
atpF gene,Bin_MEDD_45_2_3-contigsc0202,59114,59653,540,forward
atpF gene,Bin_MEDD_45_2_3-contigsc0202,114302,114841,540,reverse
atpF gene,Contig 1,14018,14565,548,forward
atpF gene,Consensus,50540,51034,495,reverse
atpF gene,Bin_TRCH_30_6-contigsc0055,117053,117580,528,reverse
atpF gene,Bin_CEPX_5_1_13-contigsc0034,137930,138412,483,forward
atpF gene,Bin_FERT_9_17-contigsc0016,73191,73718,528,forward
atpF gene,Bin_ZLUT_103_5_31-contigsc0251,91216,91743,528,forward
atpF gene,Bin_SZYM_18_24-contigsc0004,84106,84633,528,forward
atpF gene,Bin_ROSX_18_26-contigsc0170,81559,82086,528,forward
atpF gene,Bin_BRTL_49_5_6-contigsc0002,37397,37930,534,reverse
atpF gene,Bin_BRTL_49_5_6-contigsc0002,76271,76798,528,reverse
atpF gene,Bin_VSVK_22_29-contigsc0011,92997,93518,522,forward
atpF gene,Consensus,54218,54745,528,reverse
atpF gene,Bin_MILA_54_4_1-contigsc0036,28919,29446,528,forward
atpF gene,Bin_BALM_20_28-contigsc0274,12594,13121,528,forward
atpF gene,Bin_GOSK_44_8-contigsc0001,90290,90817,528,forward
atpF gene,Bin_GOSK_24_30-contigsc0042,12467,12994,528,reverse
atpF gene,Consensus,72909,73436,528,forward
atpF gene,Contig 9,72537,73076,540,reverse
atpF gene,Bin_MEDD_126_5_14-contigsc0015,12020,12559,540,reverse
atpF gene,Bin_MAJC_58_4_11-contigsc0123,19211,19750,540,reverse
atpF gene,Bin_HALL_66_7-contigsc4184,3600,3836,237,reverse
atpF gene,Consensus,104467,105006,540,forward
atpF gene,GroupDREPX614_Annotated_Unfinished,77255,77794,540,forward
atpF gene,Bin_FUNE_7_15-contigsc0058,82254,82814,561,forward
atpF gene,Bin_SZYM_42_46-contigsc0015,25472,26032,561,reverse
atpF gene,Contig 1,82920,83480,561,forward
atpF gene,Contig 2,25428,25988,561,reverse
atpF gene,Bin_SZYM_45_49-contigsc0013,23520,24080,561,reverse
atpF gene,Contig 1,110414,110974,561,forward
atpF gene,Contig 1,24171,24731,561,reverse
atpF gene,Contig 3,28858,29418,561,reverse
atpF gene,GroupDREPX642_Annotated_unfinished,76672,77232,561,forward
atpF gene,Contig 1,24842,25402,561,reverse
atpF gene,Contig 3,24705,25265,561,reverse
atpF gene,GroupDREPX658_Annotated_unfinished,76737,77231,495,forward
atpF gene,Consensus,83158,83718,561,forward
atpF gene,Bin_RIMV_9_2_8-contigsc0022,77964,78521,558,forward
atpF gene,Consensus,153810,154370,561,reverse
atpF gene,Consensus,24337,24897,561,reverse
atpF gene,Bin_ZLUT_44_2_1-contigsc0027,24493,25053,561,reverse
atpF gene,Bin_ZLUT_29_1_36-contigsc0127,76629,77189,561,forward
atpF gene,Bin_ZLUT_154_6_18-contigsc0021,24751,25311,561,reverse
atpF gene,GroupDREPX771_Annotated_Unfinished,99865,100398,534,reverse
atpF gene,GroupDREPX938_Annotated_Unfinished,58159,58683,525,reverse
atpF gene,GroupDREPX942_Annotated_Unfinished,71647,73011,1365,forward
atpF gene,GroupDREPX942_Annotated_Unfinished,221012,221539,528,forward
atpF gene,Consensus,35272,35814,543,forward
atpF gene,Bin_TOTR_46_51-contigsc0122,13059,13658,600,reverse
atpF gene,Consensus,61014,61547,534,reverse
atpF gene,Bin_PIBR_65_68-contigsc1164,9822,10358,537,reverse
atpF gene,Bin_CERT_28_34-contigsc0002,100287,100820,534,reverse
atpF gene,Consensus,35346,35879,534,forward
atpF gene,Consensus,171883,172416,534,reverse
atpF gene,Consensus,93092,93625,534,reverse
atpF gene,Bin_ZURI_16_25-contigsc0018,74280,74813,534,reverse
atpF gene,Bin_FUNE_56_6-contigsc0004,39794,40288,495,forward
atpF gene,Contig 2,36378,36926,549,forward
atpF gene,Contig 2,128716,129264,549,forward
atpF gene,Bin_MEDD_134_5_3-contigsc0007,90509,91057,549,reverse
atpF gene,Bin_ZLUT_170_6_34-contigsc0168,31727,32266,540,forward
atpF gene,UnusedGroupDREPX106_Annotated_Unfinished,90210,90455,246,forward
atpF gene,Bin_EDVL_34_4-contigsc0983,78059,78619,561,forward
atpF gene,UnusedGroupDREPX475_Annotated_Unfinished,72667,73129,463,reverse
atpF gene,Bin_SANA_18_8-contigsc0006,30817,31377,561,reverse
atpF gene,Bin_BALM_14_22-contigsc0006,20709,21230,522,reverse
atpF gene,Bin_NVAL_39_45-contigsc0612,103825,104141,317,forward
atpF gene,Bin_LAND_16_3_1-contigsc0006,79771,80289,519,forward
atpF-fragment gene,GroupDREPX942_Annotated_Unfinished,4515,4637,123,reverse
atpF-fragment gene,Bin_PIBR_42_47-contigsc0248,84335,84868,534,reverse
atpG gene,Bin_MEDD_45_2_3-contigsc0202,58618,59076,459,forward
atpG gene,Bin_MEDD_45_2_3-contigsc0202,114879,115337,459,reverse
atpG gene,Bin_BRTL_49_5_6-contigsc0002,37995,38465,471,reverse
atpG gene,Contig 9,73145,73633,489,reverse
atpG gene,Bin_MEDD_126_5_14-contigsc0015,12628,13116,489,reverse
atpG gene,Bin_MAJC_58_4_11-contigsc0123,19819,20307,489,reverse
atpG gene,Consensus,103911,104399,489,forward
atpG gene,Bin_FUNE_7_15-contigsc0058,81701,82192,492,forward
atpG gene,Bin_SZYM_42_46-contigsc0015,26094,26585,492,reverse
atpG gene,Contig 1,82364,82855,492,forward
atpG gene,Contig 2,26053,26544,492,reverse
atpG gene,Bin_SZYM_45_49-contigsc0013,24145,24636,492,reverse
atpG gene,Contig 1,109874,110365,492,forward
atpG gene,Contig 1,24780,25271,492,reverse
atpG gene,GroupDREPX642_Annotated_unfinished,76138,76629,492,forward
atpG gene,Contig 1,25445,25936,492,reverse
atpG gene,Contig 3,25308,25799,492,reverse
atpG gene,GroupDREPX658_Annotated_unfinished,76123,76614,492,forward
atpG gene,Consensus,82624,83115,492,forward
atpG gene,Bin_RIMV_9_2_8-contigsc0022,77431,77922,492,forward
atpG gene,Consensus,154413,154904,492,reverse
atpG gene,Consensus,24940,25431,492,reverse
atpG gene,Bin_ZLUT_44_2_1-contigsc0027,25096,25587,492,reverse
atpG gene,Bin_ZLUT_29_1_36-contigsc0127,76095,76586,492,forward
atpG gene,GroupDREPX710_Annotated_Unfinished,24793,25284,492,reverse
atpG gene,Bin_ZLUT_154_6_18-contigsc0021,25354,25845,492,reverse
atpG gene,GroupDREPX771_Annotated_Unfinished,100463,100933,471,reverse
atpG gene,GroupDREPX938_Annotated_Unfinished,58753,59166,414,reverse
atpG gene,GroupDREPX942_Annotated_Unfinished,220502,220954,453,forward
atpG gene,Consensus,34685,35143,459,forward
atpG gene,Bin_TOTR_46_51-contigsc0122,13764,14291,528,reverse
atpG gene,Consensus,61586,62050,465,reverse
atpG gene,Bin_CERT_28_34-contigsc0002,100874,101323,450,reverse
atpG gene,Consensus,34843,35292,450,forward
atpG gene,Consensus,172470,172919,450,reverse
atpG gene,Consensus,93679,94128,450,reverse
atpG gene,Bin_ZURI_16_25-contigsc0018,74871,75323,453,reverse
atpG gene,Bin_PIBR_42_47-contigsc0248,84926,85378,453,reverse
atpG gene,Bin_FUNE_56_6-contigsc0004,39294,39680,387,forward
atpG gene,Contig 2,35836,36313,478,forward
atpG gene,Contig 2,128174,128651,478,forward
atpG gene,Bin_MEDD_134_5_3-contigsc0007,91122,91599,478,reverse
atpG gene,Bin_ZLUT_170_6_34-contigsc0168,31151,31633,483,forward
atpG gene,UnusedGroupDREPX106_Annotated_Unfinished,89606,89929,324,forward
atpG gene,Bin_EDVL_34_4-contigsc0983,77514,78005,492,forward
atpG gene,UnusedGroupDREPX475_Annotated_Unfinished,73173,73649,477,reverse
atpG gene,Bin_SANA_18_8-contigsc0006,31446,31928,483,reverse
atpG gene,UnusedGroupDREPX493_Annotated_Unfinished,45607,45747,141,reverse
atpG gene,Bin_ORTA_59_63-contigsc0067,23897,24346,450,forward
atpH 2-fragment | atpH 1 gene,GroupDREPX942_Annotated_Unfinished,5222,5473,252,reverse
atpH gene,Bin_MEDD_45_2_3-contigsc0202,58173,58424,252,forward
atpH gene,Bin_MEDD_45_2_3-contigsc0202,115531,115782,252,reverse
atpH gene,Contig 1,13142,13387,246,forward
atpH gene,Bin_FERT_9_17-contigsc0016,72674,72922,249,forward
atpH gene,Bin_BRTL_49_5_6-contigsc0002,38565,38813,249,reverse
atpH gene,Bin_VSVK_22_29-contigsc0011,92173,92421,249,forward
atpH gene,Bin_MILA_54_4_1-contigsc0036,28440,28688,249,forward
atpH gene,Bin_BALM_20_28-contigsc0274,12067,12315,249,forward
atpH gene,Bin_GOSK_24_30-contigsc0282,4941,5051,111,reverse
atpH gene,Contig 9,73750,73998,249,reverse
atpH gene,Bin_MEDD_126_5_14-contigsc0015,13233,13481,249,reverse
atpH gene,Bin_MAJC_58_4_11-contigsc0123,20424,20672,249,reverse
atpH gene,Consensus,103546,103794,249,forward
atpH gene,GroupDREPX614_Annotated_Unfinished,76328,76576,249,forward
atpH gene,Bin_FUNE_7_15-contigsc0058,81347,81595,249,forward
atpH gene,Bin_SZYM_42_46-contigsc0015,26691,26939,249,reverse
atpH gene,Contig 1,82010,82258,249,forward
atpH gene,Contig 2,26650,26898,249,reverse
atpH gene,Bin_SZYM_45_49-contigsc0013,24742,24990,249,reverse
atpH gene,Contig 1,109520,109768,249,forward
atpH gene,Contig 1,25377,25625,249,reverse
atpH gene,Contig 3,30064,30312,249,reverse
atpH gene,GroupDREPX642_Annotated_unfinished,75792,76040,249,forward
atpH gene,Contig 1,26034,26282,249,reverse
atpH gene,Contig 3,25897,26145,249,reverse
atpH gene,GroupDREPX658_Annotated_unfinished,75766,76014,249,forward
atpH gene,Consensus,82277,82525,249,forward
atpH gene,Bin_RIMV_9_2_8-contigsc0022,77077,77325,249,forward
atpH gene,Consensus,155004,155252,249,reverse
atpH gene,Consensus,25531,25779,249,reverse
atpH gene,Bin_ZLUT_44_2_1-contigsc0027,25692,25940,249,reverse
atpH gene,Bin_ZLUT_29_1_36-contigsc0127,75742,75990,249,forward
atpH gene,GroupDREPX710_Annotated_Unfinished,25389,25637,249,reverse
atpH gene,Bin_ZLUT_154_6_18-contigsc0021,25950,26198,249,reverse
atpH gene,Bin_PRSC_117_75-contigsc0020,125342,125590,249,forward
atpH gene,GroupDREPX771_Annotated_Unfinished,101034,101282,249,reverse
atpH gene,GroupDREPX938_Annotated_Unfinished,59307,59549,243,reverse
atpH gene,GroupDREPX942_Annotated_Unfinished,71053,71298,246,forward
atpH gene,Consensus,34323,34574,252,forward
atpH gene,Consensus,62126,62377,252,reverse
atpH gene,Bin_CERT_28_34-contigsc0002,101399,101644,246,reverse
atpH gene,Consensus,34522,34767,246,forward
atpH gene,Consensus,172995,173240,246,reverse
atpH gene,Consensus,94202,94447,246,reverse
atpH gene,Bin_ZURI_16_25-contigsc0018,75400,75645,246,reverse
atpH gene,Bin_PIBR_42_47-contigsc0248,85455,85700,246,reverse
atpH gene,Bin_FUNE_56_6-contigsc0004,38968,39213,246,forward
atpH gene,UnusedGroupDREPX106_Annotated_Unfinished,89270,89518,249,forward
atpH gene,Bin_EDVL_34_4-contigsc0983,77161,77409,249,forward
atpH gene,UnusedGroupDREPX475_Annotated_Unfinished,73749,74000,252,reverse
atpH gene,UnusedGroupDREPX493_Annotated_Unfinished,45878,46123,246,reverse
atpH gene,Bin_BALM_14_22-contigsc0006,21365,21613,249,reverse
atpH gene,Bin_ORTA_59_63-contigsc0067,23576,23821,246,forward
atpH gene,Bin_LAND_16_3_1-contigsc0006,78990,79238,249,forward
atpI gene,Bin_MEDD_45_2_3-contigsc0202,57359,58066,708,forward
atpI gene,Bin_MEDD_45_2_3-contigsc0202,115889,116596,708,reverse
atpI gene,Contig 1,81002,81748,747,reverse
atpI gene,Bin_BALM_36_42-contigsc2054,2773,3484,712,forward
atpI gene,Bin_CEPX_5_1_13-contigsc0034,133474,134199,726,forward
atpI gene,Bin_FERT_9_17-contigsc0016,71380,72099,720,forward
atpI gene,Bin_ZLUT_103_5_31-contigsc0251,89134,89853,720,forward
atpI gene,Bin_SZYM_18_24-contigsc0004,82024,82743,720,forward
atpI gene,Bin_ROSX_18_26-contigsc0170,79476,80195,720,forward
atpI gene,Bin_BRTL_49_5_6-contigsc0002,38869,39597,729,reverse
atpI gene,Bin_BRTL_49_5_6-contigsc0002,78161,78880,720,reverse
atpI gene,Bin_VSVK_22_29-contigsc0011,90793,91512,720,forward
atpI gene,Consensus,55623,56366,744,reverse
atpI gene,Bin_MILA_54_4_1-contigsc0036,27126,27869,744,forward
atpI gene,Consensus,71510,72217,708,forward
atpI gene,Contig 9,74069,74809,741,reverse
atpI gene,Bin_MEDD_126_5_14-contigsc0015,13552,14292,741,reverse
atpI gene,Bin_MAJC_58_4_11-contigsc0123,20743,21483,741,reverse
atpI gene,Consensus,102735,103475,741,forward
atpI gene,GroupDREPX614_Annotated_Unfinished,75517,76257,741,forward
atpI gene,Bin_FUNE_7_15-contigsc0058,80493,81239,747,forward
atpI gene,Bin_SZYM_42_46-contigsc0015,27046,27792,747,reverse
atpI gene,Contig 1,81156,81902,747,forward
atpI gene,Bin_SZYM_45_49-contigsc0013,25098,25844,747,reverse
atpI gene,Contig 1,108668,109414,747,forward
atpI gene,GroupDREPX642_Annotated_unfinished,74928,75674,747,forward
atpI gene,Contig 1,26400,27146,747,reverse
atpI gene,Contig 3,26263,27009,747,reverse
atpI gene,GroupDREPX658_Annotated_unfinished,74902,75648,747,forward
atpI gene,Consensus,81413,82159,747,forward
atpI gene,Bin_RIMV_9_2_8-contigsc0022,76217,76963,747,forward
atpI gene,Consensus,155377,156122,746,reverse
atpI gene,Consensus,25904,26649,746,reverse
atpI gene,Bin_ZLUT_44_2_1-contigsc0027,26060,26806,747,reverse
atpI gene,Bin_ZLUT_29_1_36-contigsc0127,74876,75622,747,forward
atpI gene,GroupDREPX710_Annotated_Unfinished,25757,26503,747,reverse
atpI gene,Bin_ZLUT_154_6_18-contigsc0021,26318,27064,747,reverse
atpI gene,GroupDREPX771_Annotated_Unfinished,101339,102067,729,reverse
atpI gene,GroupDREPX938_Annotated_Unfinished,59613,60320,708,reverse
atpI gene,GroupDREPX942_Annotated_Unfinished,37702,38448,747,forward
atpI gene,GroupDREPX942_Annotated_Unfinished,219291,219998,708,forward
atpI gene,Consensus,33428,34210,783,forward
atpI gene,Bin_TOTR_46_51-contigsc0122,14745,15560,816,reverse
atpI gene,Consensus,62446,63153,708,reverse
atpI gene,Bin_CERT_28_34-contigsc0002,101719,102426,708,reverse
atpI gene,Consensus,33740,34447,708,forward
atpI gene,Consensus,173315,174022,708,reverse
atpI gene,Consensus,94516,95223,708,reverse
atpI gene,Bin_ZURI_16_25-contigsc0018,75711,76418,708,reverse
atpI gene,Bin_FUNE_56_6-contigsc0004,38200,38898,699,forward
atpI gene,Contig 2,34660,35391,732,forward
atpI gene,Contig 2,126998,127729,732,forward
atpI gene,Bin_MEDD_134_5_3-contigsc0007,92044,92775,732,reverse
atpI gene,Bin_ZLUT_170_6_34-contigsc0168,29872,30603,732,forward
atpI gene,UnusedGroupDREPX106_Annotated_Unfinished,88486,89175,690,forward
atpI gene,Bin_EDVL_34_4-contigsc0983,76306,77052,747,forward
atpI gene,UnusedGroupDREPX475_Annotated_Unfinished,74072,74821,750,reverse
atpI gene,Bin_SANA_18_8-contigsc0006,32401,33135,735,reverse
atpI gene,UnusedGroupDREPX493_Annotated_Unfinished,46199,46903,705,reverse
atpI gene,Bin_BALM_14_22-contigsc0006,125940,126650,711,reverse
atpI gene,Bin_ORTA_59_63-contigsc0067,22794,23501,708,forward
atpI gene,Bin_NVAL_39_45-contigsc0612,101420,102133,714,forward
atpI gene,Bin_LAND_16_3_1-contigsc0006,77582,78301,720,forward
atpI-fragment gene,GroupDREPX942_Annotated_Unfinished,5981,6688,708,reverse
atpI-fragment gene,Bin_PIBR_42_47-contigsc0248,85766,86464,699,reverse
atpI-fragment gene,Bin_BALM_14_22-contigsc0006,22420,23115,696,reverse
atpl gene,Bin_PRSC_117_75-contigsc0020,124668,125252,585,forward
bchI gene,Bin_ZLUT_103_5_31-contigsc0251,79254,80311,1058,reverse
bchI gene,Bin_TSKO_28_34-contigsc0093,33574,34631,1058,forward
bchI gene,Bin_ROSX_44_5-contigsc0474,62051,63108,1058,reverse
bchI gene,Bin_ROSX_18_26-contigsc0170,69706,70763,1058,reverse
bchI gene,Bin_BRTL_49_5_6-contigsc0002,87592,88649,1058,forward
bchI gene,Bin_VSVK_22_29-contigsc0011,79967,81028,1062,reverse
bchI gene,Bin_BALM_14_22-contigsc0006,45403,46462,1060,forward
bchI | chlI | chlL gene,Consensus,64843,65907,1065,forward
bchI | chlL | chlI gene,Bin_FERT_9_17-contigsc0016,61487,62551,1065,reverse
bchI | chlL | chlI gene,Bin_MILA_54_4_1-contigsc0036,17500,18564,1065,reverse
bchI | chlL | chlI gene,Bin_BALM_20_28-contigsc2945,3731,4795,1065,reverse
bchI | chlL | chlI gene,Contig 1,9712,10776,1065,reverse
bchI | chlL | chlI gene,UnusedGroupDREPX493_Annotated_Unfinished,101142,102065,924,forward
bchI | chlL | chlI gene,Bin_GREF_79_4_3-contigsc0078,51628,52692,1065,forward
bchI-fragment gene,GroupDREPX942_Annotated_Unfinished,155333,156275,943,forward
bchI-fragment gene,GroupDREPX942_Annotated_Unfinished,171678,172620,943,reverse
bspB gene,Consensus,49441,50067,627,reverse
bspB gene,GroupDREPX710_Annotated_Unfinished,76197,77405,1209,forward
cbbL gene,Bin_BRTL_70_6_25-contigsc3259,1,142,142,reverse
cbbL gene,Bin_ZLUT_103_5_31-contigsc0251,95540,96967,1428,forward
cbbL gene,Bin_SZYM_18_24-contigsc0004,88430,89857,1428,forward
cbbL gene,Bin_ROSX_18_26-contigsc0170,85883,87310,1428,forward
cbbL gene,Bin_BRTL_49_5_6-contigsc0002,71047,72474,1428,reverse
cbbL | rbcL gene,Bin_TRCH_30_6-contigsc0055,105356,106783,1428,reverse
cbbL | rbcL gene,Bin_CEPX_5_1_13-contigsc0034,179072,180499,1428,reverse
cbbL | rbcL gene,Bin_CEPX_5_1_13-contigsc0034,34080,35507,1428,reverse
cbbX gene,Bin_ZLUT_85_5_14-contigsc0836,14447,15445,999,reverse
cbbX gene,Bin_MEDD_45_2_3-contigsc0202,135689,136687,999,forward
cbbX gene,Bin_MEDD_45_2_3-contigsc0202,37268,38266,999,reverse
cbbX gene,Contig 9,54070,54954,885,forward
cbbX gene,Bin_MAJC_58_4_11-contigsc0123,734,1618,885,forward
cbbX gene,Contig 10,8124,9008,885,forward
cbbX gene,Consensus,122659,123543,885,reverse
cbbX gene,GroupDREPX614_Annotated_Unfinished,95421,96305,885,reverse
cbbX gene,Bin_FUNE_7_15-contigsc0058,100287,101147,861,reverse
cbbX gene,Contig 1,101056,101918,863,reverse
cbbX gene,Contig 2,6980,7842,863,forward
cbbX gene,Bin_SZYM_45_49-contigsc0013,5068,5930,863,forward
cbbX gene,Bin_BANY_12_2-contigsc0147,7317,8179,863,reverse
cbbX gene,GroupDREPX642_Annotated_unfinished,94212,95074,863,reverse
cbbX gene,Contig 1,7000,7862,863,forward
cbbX gene,Contig 3,6863,7725,863,forward
cbbX gene,GroupDREPX658_Annotated_unfinished,94022,94882,861,reverse
cbbX gene,Consensus,100612,101472,861,reverse
cbbX gene,Bin_RIMV_9_2_8-contigsc0022,95228,96090,863,reverse
cbbX gene,Consensus,6741,7602,862,forward
cbbX gene,Consensus,136214,137075,862,forward
cbbX gene,GroupDREPX710_Annotated_Unfinished,6543,7405,863,forward
cbbX gene,Bin_ZLUT_154_6_18-contigsc0021,6886,7748,863,forward
cbbX gene,GroupDREPX938_Annotated_Unfinished,79390,80304,915,forward
cbbx gene,GroupDREPX942_Annotated_Unfinished,199058,199975,918,reverse
cbbX gene,Consensus,13485,14438,954,reverse
cbbX gene,Consensus,81137,82087,951,forward
cbbX gene,Bin_CERT_28_34-contigsc0002,121696,122643,948,forward
cbbX gene,Consensus,13523,14470,948,reverse
cbbX gene,Consensus,113361,114308,948,forward
cbbX gene,Bin_PIBR_42_47-contigsc0248,32094,33032,939,reverse
cbbx gene,Bin_FUNE_56_6-contigsc0004,18926,19867,942,reverse
cbbX gene,Contig 2,63252,64103,852,reverse
cbbX gene,Bin_ZLUT_170_6_34-contigsc0168,59120,59986,867,reverse
cbbX gene,UnusedGroupDREPX106_Annotated_Unfinished,95817,96675,859,forward
cbbX gene,Bin_EDVL_34_4-contigsc0983,95471,96331,861,reverse
cbbX gene,UnusedGroupDREPX475_Annotated_Unfinished,9995,11005,1011,reverse
